char_count,word_count,punct_density,cap_ratio,rating,label
67,12,0.07462686567164178,0.029850746268656716,4.0,1
785,166,0.035668789808917196,0.02802547770700637,2.0,0
768,140,0.0390625,0.022135416666666668,5.0,1
57,10,0.03508771929824561,0.017543859649122806,5.0,1
96,17,0.03125,0.020833333333333332,5.0,1
1372,246,0.03134110787172012,0.023323615160349854,5.0,1
1772,325,0.022573363431151242,0.014108352144469526,5.0,1
80,17,0.025,0.0125,5.0,0
203,40,0.019704433497536946,0.019704433497536946,5.0,0
88,17,0.022727272727272728,0.022727272727272728,4.0,0
172,32,0.03488372093023256,0.03488372093023256,5.0,1
511,113,0.033268101761252444,0.015655577299412915,4.0,0
137,27,0.021897810218978103,0.029197080291970802,5.0,1
187,35,0.026737967914438502,0.0374331550802139,5.0,1
745,154,0.021476510067114093,0.02953020134228188,5.0,0
261,52,0.05747126436781609,0.034482758620689655,1.0,0
63,12,0.047619047619047616,0.0,5.0,1
244,48,0.01639344262295082,0.01639344262295082,4.0,0
973,185,0.019527235354573486,0.015416238437821172,5.0,1
183,37,0.0273224043715847,0.01092896174863388,3.0,0
496,105,0.03225806451612903,0.03225806451612903,4.0,0
111,22,0.02702702702702703,0.02702702702702703,3.0,0
299,54,0.026755852842809364,0.023411371237458192,4.0,0
67,13,0.029850746268656716,0.014925373134328358,1.0,0
431,84,0.030162412993039442,0.02088167053364269,5.0,0
48,10,0.020833333333333332,0.0625,5.0,1
687,152,0.0611353711790393,0.026200873362445413,5.0,0
163,30,0.018404907975460124,0.049079754601226995,1.0,1
69,14,0.043478260869565216,0.028985507246376812,5.0,0
98,19,0.01020408163265306,0.02040816326530612,5.0,0
79,16,0.0379746835443038,0.0379746835443038,5.0,1
145,32,0.020689655172413793,0.027586206896551724,5.0,0
248,52,0.03225806451612903,0.024193548387096774,5.0,0
171,33,0.017543859649122806,0.017543859649122806,5.0,1
361,65,0.0221606648199446,0.030470914127423823,5.0,0
90,20,0.03333333333333333,0.022222222222222223,3.0,0
122,19,0.040983606557377046,0.040983606557377046,5.0,1
125,24,0.016,0.008,5.0,1
611,121,0.02618657937806874,0.024549918166939442,5.0,0
128,23,0.0390625,0.0546875,5.0,1
70,14,0.02857142857142857,0.02857142857142857,5.0,0
80,18,0.0375,0.0625,5.0,1
478,94,0.02510460251046025,0.03347280334728033,4.0,1
733,139,0.040927694406548434,0.06412005457025921,5.0,1
63,12,0.031746031746031744,0.0,5.0,1
127,21,0.023622047244094488,0.023622047244094488,5.0,1
1007,202,0.014895729890764648,0.01787487586891758,5.0,0
380,80,0.02368421052631579,0.021052631578947368,4.0,0
469,88,0.0255863539445629,0.0255863539445629,4.0,0
1507,289,0.014598540145985401,0.013271400132714002,5.0,1
215,45,0.009302325581395349,0.027906976744186046,3.0,0
113,23,0.02654867256637168,0.02654867256637168,5.0,1
401,72,0.014962593516209476,0.014962593516209476,5.0,0
1845,317,0.02981029810298103,0.030894308943089432,1.0,1
117,23,0.008547008547008548,0.05128205128205128,5.0,1
48,10,0.020833333333333332,0.020833333333333332,5.0,1
77,15,0.03896103896103896,0.012987012987012988,1.0,1
322,63,0.031055900621118012,0.037267080745341616,5.0,1
187,40,0.0106951871657754,0.0374331550802139,5.0,0
172,35,0.029069767441860465,0.03488372093023256,5.0,1
496,103,0.028225806451612902,0.02620967741935484,5.0,0
174,40,0.0,0.017241379310344827,3.0,1
266,58,0.018796992481203006,0.02631578947368421,5.0,1
144,25,0.027777777777777776,0.020833333333333332,5.0,1
65,11,0.0,0.03076923076923077,5.0,0
138,28,0.007246376811594203,0.014492753623188406,4.0,1
92,18,0.021739130434782608,0.03260869565217391,5.0,0
759,143,0.01844532279314888,0.01844532279314888,4.0,0
679,122,0.036818851251840944,0.01914580265095729,5.0,1
158,34,0.0189873417721519,0.03164556962025317,5.0,1
341,67,0.02932551319648094,0.026392961876832845,4.0,0
149,26,0.020134228187919462,0.03355704697986577,3.0,1
447,91,0.02237136465324385,0.024608501118568233,5.0,0
335,52,0.03582089552238806,0.03283582089552239,4.0,1
161,24,0.043478260869565216,0.012422360248447204,5.0,0
381,68,0.01837270341207349,0.01837270341207349,4.0,1
244,45,0.036885245901639344,0.012295081967213115,5.0,1
169,28,0.04142011834319527,0.029585798816568046,5.0,1
186,38,0.016129032258064516,0.021505376344086023,5.0,1
298,63,0.02348993288590604,0.02348993288590604,5.0,0
60,11,0.05,0.06666666666666667,5.0,1
146,23,0.0410958904109589,0.02054794520547945,5.0,1
109,24,0.05504587155963303,0.045871559633027525,5.0,0
318,57,0.031446540880503145,0.012578616352201259,5.0,1
146,30,0.0136986301369863,0.02054794520547945,5.0,0
850,153,0.01764705882352941,0.01411764705882353,4.0,1
115,25,0.034782608695652174,0.02608695652173913,5.0,1
246,47,0.028455284552845527,0.028455284552845527,4.0,1
105,20,0.0380952380952381,0.01904761904761905,4.0,0
88,17,0.022727272727272728,0.03409090909090909,3.0,0
219,41,0.0136986301369863,0.0228310502283105,3.0,1
313,59,0.019169329073482427,0.01597444089456869,4.0,1
96,19,0.020833333333333332,0.020833333333333332,5.0,0
533,96,0.0375234521575985,0.03377110694183865,5.0,1
352,68,0.02556818181818182,0.028409090909090908,1.0,1
148,29,0.013513513513513514,0.02027027027027027,5.0,0
350,63,0.03142857142857143,0.03142857142857143,5.0,1
260,53,0.03076923076923077,0.023076923076923078,4.0,0
262,57,0.015267175572519083,0.011450381679389313,5.0,0
187,30,0.016042780748663103,0.0106951871657754,1.0,1
138,26,0.014492753623188406,0.014492753623188406,5.0,1
259,53,0.019305019305019305,0.023166023166023165,4.0,0
79,16,0.02531645569620253,0.02531645569620253,5.0,0
1391,250,0.02228612508986341,0.019410496046010063,4.0,1
84,17,0.011904761904761904,0.011904761904761904,5.0,1
339,61,0.011799410029498525,0.02359882005899705,5.0,0
88,17,0.022727272727272728,0.03409090909090909,5.0,0
178,38,0.02247191011235955,0.02247191011235955,5.0,0
243,48,0.0411522633744856,0.7489711934156379,2.0,1
248,53,0.020161290322580645,0.012096774193548387,5.0,1
47,10,0.0,0.02127659574468085,4.0,1
564,110,0.026595744680851064,0.026595744680851064,5.0,0
467,92,0.032119914346895075,0.014989293361884369,5.0,0
255,55,0.023529411764705882,0.027450980392156862,4.0,0
146,29,0.0136986301369863,0.02054794520547945,5.0,0
53,10,0.0,0.018867924528301886,5.0,1
362,63,0.016574585635359115,0.03867403314917127,5.0,1
67,15,0.04477611940298507,0.04477611940298507,5.0,1
316,66,0.022151898734177215,0.022151898734177215,1.0,0
1247,248,0.024859663191659984,0.024057738572574178,4.0,0
185,34,0.032432432432432434,0.016216216216216217,5.0,1
896,177,0.012276785714285714,0.029017857142857144,5.0,0
288,52,0.024305555555555556,0.03819444444444445,5.0,1
76,14,0.013157894736842105,0.05263157894736842,5.0,1
291,61,0.03436426116838488,0.01718213058419244,1.0,0
305,57,0.029508196721311476,0.03278688524590164,5.0,0
547,108,0.009140767824497258,0.03656307129798903,3.0,1
179,31,0.08379888268156424,0.0446927374301676,5.0,1
238,44,0.03361344537815126,0.01680672268907563,5.0,1
51,11,0.0196078431372549,0.7254901960784313,3.0,1
445,82,0.020224719101123594,0.04044943820224719,5.0,1
99,19,0.030303030303030304,0.020202020202020204,3.0,1
105,20,0.02857142857142857,0.0380952380952381,5.0,1
712,150,0.037921348314606744,0.026685393258426966,5.0,0
100,17,0.03,0.02,5.0,1
69,13,0.043478260869565216,0.014492753623188406,5.0,0
135,26,0.037037037037037035,0.022222222222222223,3.0,0
79,16,0.02531645569620253,0.012658227848101266,1.0,0
209,39,0.019138755980861243,0.023923444976076555,5.0,1
974,199,0.02566735112936345,0.024640657084188913,5.0,1
108,21,0.009259259259259259,0.018518518518518517,4.0,0
76,13,0.02631578947368421,0.039473684210526314,2.0,0
576,121,0.03819444444444445,0.026041666666666668,4.0,0
860,169,0.015116279069767442,0.018604651162790697,5.0,1
447,88,0.040268456375838924,0.029082774049217,1.0,1
150,24,0.02666666666666667,0.08666666666666667,5.0,1
202,36,0.009900990099009901,0.01485148514851485,5.0,0
1144,235,0.033216783216783216,0.0236013986013986,5.0,0
474,96,0.014767932489451477,0.0379746835443038,1.0,0
2025,321,0.0637037037037037,0.04,5.0,1
288,55,0.017361111111111112,0.013888888888888888,5.0,1
186,40,0.03225806451612903,0.026881720430107527,5.0,0
191,38,0.020942408376963352,0.020942408376963352,5.0,0
78,13,0.0641025641025641,0.05128205128205128,4.0,0
403,77,0.019851116625310174,0.022332506203473945,2.0,0
81,14,0.037037037037037035,0.04938271604938271,5.0,0
273,40,0.04395604395604396,0.007326007326007326,5.0,1
162,27,0.030864197530864196,0.018518518518518517,4.0,1
87,20,0.011494252873563218,0.022988505747126436,5.0,0
139,21,0.1079136690647482,0.7482014388489209,5.0,1
88,19,0.011363636363636364,0.03409090909090909,5.0,0
235,46,0.0425531914893617,0.029787234042553193,5.0,0
271,52,0.05904059040590406,0.08487084870848709,5.0,1
54,11,0.09259259259259259,0.05555555555555555,5.0,0
136,29,0.022058823529411766,0.029411764705882353,5.0,0
338,78,0.023668639053254437,0.026627218934911243,5.0,0
363,82,0.02203856749311295,0.01928374655647383,4.0,0
623,116,0.016051364365971106,0.016051364365971106,5.0,1
104,20,0.038461538461538464,0.019230769230769232,5.0,1
225,41,0.03111111111111111,0.035555555555555556,3.0,0
103,20,0.0,0.009708737864077669,5.0,1
509,105,0.015717092337917484,0.029469548133595286,5.0,0
69,12,0.028985507246376812,0.043478260869565216,5.0,1
393,78,0.043256997455470736,0.030534351145038167,3.0,0
205,40,0.014634146341463415,0.014634146341463415,3.0,1
94,6,0.14893617021276595,0.10638297872340426,5.0,0
111,22,0.02702702702702703,0.036036036036036036,5.0,1
1646,325,0.026731470230862697,0.023086269744835967,4.0,1
422,72,0.061611374407582936,0.04028436018957346,2.0,1
145,27,0.020689655172413793,0.013793103448275862,4.0,0
449,89,0.015590200445434299,0.07126948775055679,5.0,1
100,19,0.02,0.01,4.0,0
132,28,0.022727272727272728,0.022727272727272728,5.0,1
74,16,0.04054054054054054,0.04054054054054054,5.0,1
1536,280,0.027994791666666668,0.020833333333333332,4.0,1
160,36,0.01875,0.0125,4.0,1
68,14,0.029411764705882353,0.029411764705882353,5.0,1
108,22,0.018518518518518517,0.037037037037037035,4.0,1
871,185,0.03444316877152698,0.022962112514351322,4.0,0
282,61,0.01773049645390071,0.02127659574468085,5.0,0
180,39,0.03333333333333333,0.027777777777777776,5.0,0
61,11,0.04918032786885246,0.03278688524590164,5.0,1
202,42,0.019801980198019802,0.024752475247524754,5.0,0
80,16,0.0375,0.0375,3.0,0
126,22,0.023809523809523808,0.015873015873015872,5.0,1
116,21,0.017241379310344827,0.02586206896551724,5.0,1
218,44,0.03669724770642202,0.03211009174311927,4.0,1
176,36,0.03409090909090909,0.028409090909090908,5.0,0
104,20,0.038461538461538464,0.019230769230769232,5.0,1
82,17,0.04878048780487805,0.036585365853658534,1.0,0
309,61,0.016181229773462782,0.022653721682847898,5.0,1
176,38,0.028409090909090908,0.022727272727272728,5.0,0
128,25,0.0234375,0.015625,3.0,1
272,52,0.022058823529411766,0.022058823529411766,3.0,0
106,20,0.009433962264150943,0.02830188679245283,5.0,1
79,15,0.0,0.02531645569620253,5.0,1
380,73,0.02894736842105263,0.02631578947368421,5.0,1
182,35,0.02197802197802198,0.027472527472527472,5.0,0
254,49,0.01968503937007874,0.01968503937007874,4.0,0
232,44,0.021551724137931036,0.01293103448275862,5.0,0
248,46,0.03225806451612903,0.036290322580645164,5.0,1
141,30,0.014184397163120567,0.03546099290780142,5.0,1
109,21,0.027522935779816515,0.009174311926605505,1.0,1
1522,300,0.02102496714848883,0.020367936925098553,5.0,0
70,17,0.014285714285714285,0.014285714285714285,1.0,0
53,11,0.0,0.03773584905660377,4.0,1
113,26,0.008849557522123894,0.017699115044247787,4.0,0
283,56,0.038869257950530034,0.03180212014134275,5.0,0
569,120,0.0210896309314587,0.026362038664323375,3.0,0
779,145,0.024390243902439025,0.01540436456996149,5.0,1
1200,229,0.023333333333333334,0.015833333333333335,5.0,1
1532,279,0.030026109660574413,0.03198433420365535,5.0,1
59,12,0.05084745762711865,0.05084745762711865,5.0,1
682,141,0.010263929618768328,0.008797653958944282,3.0,0
76,16,0.02631578947368421,0.06578947368421052,5.0,0
64,10,0.03125,0.0625,5.0,1
113,26,0.017699115044247787,0.035398230088495575,5.0,0
1251,248,0.02877697841726619,0.032773780975219824,5.0,0
418,82,0.0215311004784689,0.02631578947368421,5.0,0
73,17,0.0410958904109589,0.0136986301369863,5.0,0
87,17,0.022988505747126436,0.0,5.0,0
108,22,0.018518518518518517,0.037037037037037035,5.0,0
1456,281,0.019917582417582416,0.010302197802197802,5.0,1
610,121,0.022950819672131147,0.01639344262295082,5.0,0
69,12,0.028985507246376812,0.028985507246376812,3.0,0
424,69,0.0330188679245283,0.014150943396226415,4.0,1
216,44,0.027777777777777776,0.027777777777777776,4.0,0
347,29,0.12103746397694524,0.16138328530259366,5.0,1
145,26,0.027586206896551724,0.034482758620689655,5.0,1
295,59,0.013559322033898305,0.023728813559322035,5.0,0
214,43,0.04672897196261682,0.03271028037383177,5.0,1
494,98,0.020242914979757085,0.018218623481781375,4.0,1
338,69,0.029585798816568046,0.023668639053254437,5.0,1
176,36,0.045454545454545456,0.022727272727272728,5.0,0
118,22,0.03389830508474576,0.025423728813559324,3.0,0
742,134,0.04177897574123989,0.04043126684636118,5.0,1
86,19,0.011627906976744186,0.046511627906976744,5.0,0
146,28,0.02054794520547945,0.03424657534246575,5.0,1
478,87,0.04602510460251046,0.03765690376569038,1.0,1
370,73,0.021621621621621623,0.01891891891891892,4.0,0
76,16,0.02631578947368421,0.05263157894736842,5.0,0
82,17,0.036585365853658534,0.024390243902439025,4.0,1
190,42,0.031578947368421054,0.031578947368421054,5.0,1
236,49,0.025423728813559324,0.03389830508474576,4.0,0
145,23,0.034482758620689655,0.006896551724137931,4.0,1
326,63,0.024539877300613498,0.03987730061349693,4.0,0
107,21,0.028037383177570093,0.018691588785046728,4.0,0
207,36,0.03864734299516908,0.014492753623188406,5.0,1
120,22,0.025,0.03333333333333333,5.0,0
103,15,0.07766990291262135,0.04854368932038835,3.0,1
284,58,0.035211267605633804,0.028169014084507043,5.0,0
50,11,0.02,0.0,5.0,1
1174,232,0.020442930153321975,0.02129471890971039,5.0,0
104,21,0.038461538461538464,0.038461538461538464,5.0,1
191,41,0.02617801047120419,0.020942408376963352,3.0,0
144,28,0.013888888888888888,0.013888888888888888,5.0,1
115,25,0.02608695652173913,0.017391304347826087,4.0,1
381,70,0.028871391076115485,0.023622047244094488,1.0,0
62,12,0.04838709677419355,0.04838709677419355,5.0,1
1902,344,0.019453207150368034,0.016824395373291272,5.0,1
996,181,0.0321285140562249,0.025100401606425703,4.0,1
348,63,0.03735632183908046,0.020114942528735632,2.0,1
1507,260,0.021234240212342402,0.015925680159256803,5.0,1
1128,236,0.022163120567375887,0.02304964539007092,5.0,0
101,20,0.019801980198019802,0.039603960396039604,5.0,0
1267,251,0.025256511444356748,0.017363851617995266,1.0,0
173,37,0.028901734104046242,0.03468208092485549,4.0,1
267,50,0.0299625468164794,0.033707865168539325,5.0,1
526,112,0.034220532319391636,0.03231939163498099,5.0,0
319,56,0.03134796238244514,0.09717868338557993,1.0,1
174,35,0.028735632183908046,0.028735632183908046,5.0,1
295,58,0.04745762711864407,0.020338983050847456,4.0,1
168,33,0.023809523809523808,0.023809523809523808,5.0,1
692,132,0.01878612716763006,0.030346820809248554,5.0,1
79,18,0.02531645569620253,0.012658227848101266,3.0,1
640,108,0.0265625,0.028125,3.0,1
115,24,0.034782608695652174,0.02608695652173913,1.0,1
126,25,0.031746031746031744,0.023809523809523808,5.0,1
274,52,0.01824817518248175,0.01824817518248175,5.0,0
428,87,0.028037383177570093,0.02570093457943925,4.0,0
76,17,0.039473684210526314,0.02631578947368421,5.0,0
164,23,0.006097560975609756,0.04878048780487805,5.0,1
122,24,0.03278688524590164,0.03278688524590164,4.0,0
183,36,0.02185792349726776,0.02185792349726776,4.0,0
448,78,0.013392857142857142,0.017857142857142856,5.0,0
220,43,0.01818181818181818,0.013636363636363636,5.0,1
372,74,0.053763440860215055,0.03763440860215054,5.0,1
69,14,0.043478260869565216,0.0,5.0,1
270,48,0.03333333333333333,0.018518518518518517,5.0,1
92,17,0.021739130434782608,0.010869565217391304,5.0,0
186,39,0.07526881720430108,0.03763440860215054,5.0,0
45,10,0.0,0.0,4.0,1
173,38,0.023121387283236993,0.04046242774566474,5.0,0
453,98,0.026490066225165563,0.019867549668874173,5.0,0
117,23,0.017094017094017096,0.017094017094017096,5.0,0
101,16,0.0297029702970297,0.06930693069306931,5.0,1
72,16,0.041666666666666664,0.013888888888888888,5.0,0
1005,178,0.028855721393034824,0.007960199004975124,5.0,1
96,21,0.020833333333333332,0.010416666666666666,4.0,0
194,40,0.03608247422680412,0.02577319587628866,5.0,0
283,43,0.0353356890459364,0.0176678445229682,5.0,1
1245,252,0.020883534136546186,0.02650602409638554,5.0,0
177,32,0.01694915254237288,0.011299435028248588,4.0,1
348,66,0.011494252873563218,0.022988505747126436,4.0,1
88,18,0.022727272727272728,0.022727272727272728,5.0,0
156,31,0.02564102564102564,0.03205128205128205,5.0,0
524,98,0.04580152671755725,0.08015267175572519,5.0,1
98,17,0.030612244897959183,0.02040816326530612,4.0,0
74,13,0.04054054054054054,0.04054054054054054,5.0,1
87,19,0.011494252873563218,0.022988505747126436,4.0,0
453,87,0.03090507726269316,0.026490066225165563,5.0,1
103,20,0.02912621359223301,0.038834951456310676,5.0,0
1659,318,0.04159132007233273,0.03074141048824593,5.0,1
150,30,0.02,0.02,3.0,0
556,107,0.01618705035971223,0.014388489208633094,5.0,1
193,33,0.031088082901554404,0.03626943005181347,5.0,1
149,30,0.053691275167785234,0.04697986577181208,4.0,0
108,24,0.027777777777777776,0.027777777777777776,5.0,0
88,17,0.03409090909090909,0.03409090909090909,4.0,0
714,151,0.0392156862745098,0.03081232492997199,5.0,0
238,51,0.02100840336134454,0.029411764705882353,4.0,0
234,46,0.021367521367521368,0.029914529914529916,4.0,0
1252,207,0.054313099041533544,0.01757188498402556,2.0,1
336,76,0.020833333333333332,0.023809523809523808,5.0,0
152,22,0.02631578947368421,0.013157894736842105,5.0,1
236,47,0.0423728813559322,0.025423728813559324,3.0,1
101,20,0.04950495049504951,0.019801980198019802,5.0,1
