char_count,word_count,punct_density,cap_ratio,rating,category,label
133,27,0.022388059701492536,0.0,4.0,Books_5,0
578,123,0.03626943005181347,0.0,1.0,Electronics_5,1
129,22,0.046153846153846156,0.0,5.0,Pet_Supplies_5,0
453,94,0.02643171806167401,0.0,5.0,Kindle_Store_5,0
213,40,0.02336448598130841,0.0,4.0,Electronics_5,0
220,39,0.03167420814479638,0.0,5.0,Home_and_Kitchen_5,0
1581,254,0.06700379266750948,0.0,1.0,Electronics_5,0
225,45,0.022123893805309734,0.0,5.0,Tools_and_Home_Improvement_5,1
1408,263,0.027679205110007096,0.0,5.0,Home_and_Kitchen_5,0
1208,227,0.03887510339123242,0.0,3.0,Home_and_Kitchen_5,0
248,52,0.024096385542168676,0.0,3.0,Sports_and_Outdoors_5,1
96,20,0.041237113402061855,0.0,3.0,Electronics_5,1
920,173,0.03474484256243214,0.0,5.0,Pet_Supplies_5,0
53,11,0.018518518518518517,0.0,3.0,Home_and_Kitchen_5,0
85,16,0.011627906976744186,0.0,5.0,Toys_and_Games_5,0
55,10,0.017857142857142856,0.0,5.0,Sports_and_Outdoors_5,0
96,18,0.010309278350515464,0.0,5.0,Home_and_Kitchen_5,1
453,97,0.019823788546255508,0.0,3.0,Toys_and_Games_5,1
118,25,0.01680672268907563,0.0,5.0,Toys_and_Games_5,0
84,14,0.023529411764705882,0.0,5.0,Toys_and_Games_5,1
303,54,0.03289473684210526,0.0,1.0,Kindle_Store_5,1
139,28,0.02142857142857143,0.0,5.0,Clothing_Shoes_and_Jewelry_5,0
190,31,0.05235602094240838,0.0,5.0,Electronics_5,0
1045,192,0.022944550669216062,0.0,4.0,Kindle_Store_5,1
114,21,0.02608695652173913,0.0,5.0,Clothing_Shoes_and_Jewelry_5,0
1032,230,0.017424975798644726,0.0,5.0,Sports_and_Outdoors_5,1
101,19,0.00980392156862745,0.0,4.0,Kindle_Store_5,1
912,190,0.025191675794085433,0.0,5.0,Tools_and_Home_Improvement_5,1
1760,312,0.028392958546280524,0.0,5.0,Kindle_Store_5,0
206,39,0.01932367149758454,0.0,5.0,Sports_and_Outdoors_5,0
132,23,0.03007518796992481,0.0,1.0,Home_and_Kitchen_5,1
56,10,0.07017543859649122,0.0,5.0,Pet_Supplies_5,0
183,36,0.03804347826086957,0.0,5.0,Pet_Supplies_5,0
81,14,0.04878048780487805,0.0,5.0,Sports_and_Outdoors_5,1
105,19,0.02830188679245283,0.0,5.0,Kindle_Store_5,1
691,123,0.03757225433526012,0.0,5.0,Movies_and_TV_5,0
397,83,0.032663316582914576,0.0,1.0,Pet_Supplies_5,1
58,11,0.06779661016949153,0.0,3.0,Pet_Supplies_5,0
365,75,0.03278688524590164,0.0,4.0,Pet_Supplies_5,0
71,15,0.041666666666666664,0.0,5.0,Home_and_Kitchen_5,1
294,60,0.023728813559322035,0.0,3.0,Toys_and_Games_5,1
450,91,0.024390243902439025,0.0,5.0,Pet_Supplies_5,1
271,54,0.022058823529411766,0.0,5.0,Pet_Supplies_5,0
139,28,0.02857142857142857,0.0,5.0,Tools_and_Home_Improvement_5,0
96,23,0.020618556701030927,0.0,5.0,Toys_and_Games_5,1
121,25,0.03278688524590164,0.0,3.0,Sports_and_Outdoors_5,0
92,18,0.021505376344086023,0.0,4.0,Sports_and_Outdoors_5,1
583,108,0.023972602739726026,0.0,5.0,Books_5,0
93,14,0.0851063829787234,0.0,4.0,Home_and_Kitchen_5,0
115,23,0.017241379310344827,0.0,5.0,Pet_Supplies_5,1
268,46,0.048327137546468404,0.0,5.0,Tools_and_Home_Improvement_5,0
414,78,0.02891566265060241,0.0,5.0,Tools_and_Home_Improvement_5,1
515,111,0.01937984496124031,0.0,2.0,Pet_Supplies_5,1
90,18,0.01098901098901099,0.0,5.0,Sports_and_Outdoors_5,0
413,85,0.016908212560386472,0.0,5.0,Tools_and_Home_Improvement_5,1
1263,219,0.020569620253164556,0.0,5.0,Books_5,0
126,22,0.023622047244094488,0.0,5.0,Books_5,0
178,39,0.01675977653631285,0.0,5.0,Sports_and_Outdoors_5,1
149,32,0.006666666666666667,0.0,5.0,Books_5,1
60,11,0.03278688524590164,0.0,4.0,Sports_and_Outdoors_5,0
112,25,0.0,0.0,5.0,Kindle_Store_5,0
306,49,0.019543973941368076,0.0,5.0,Kindle_Store_5,0
236,44,0.04219409282700422,0.0,2.0,Tools_and_Home_Improvement_5,1
564,108,0.023008849557522124,0.0,5.0,Pet_Supplies_5,0
58,12,0.03389830508474576,0.0,1.0,Movies_and_TV_5,0
77,13,0.02564102564102564,0.0,5.0,Movies_and_TV_5,1
125,24,0.03968253968253968,0.0,4.0,Kindle_Store_5,0
269,39,0.02962962962962963,0.0,4.0,Movies_and_TV_5,0
86,17,0.022988505747126436,0.0,5.0,Clothing_Shoes_and_Jewelry_5,1
257,57,0.023255813953488372,0.0,5.0,Pet_Supplies_5,0
116,22,0.017094017094017096,0.0,5.0,Books_5,0
1173,239,0.03321976149914821,0.0,5.0,Movies_and_TV_5,1
1795,344,0.037305122494432075,0.0,4.0,Movies_and_TV_5,0
101,23,0.0392156862745098,0.0,4.0,Clothing_Shoes_and_Jewelry_5,1
117,23,0.01694915254237288,0.0,4.0,Pet_Supplies_5,1
88,17,0.02247191011235955,0.0,4.0,Toys_and_Games_5,0
76,17,0.012987012987012988,0.0,5.0,Sports_and_Outdoors_5,1
49,10,0.0,0.0,5.0,Toys_and_Games_5,0
1450,286,0.024121295658166782,0.0,5.0,Pet_Supplies_5,0
733,131,0.027247956403269755,0.0,5.0,Sports_and_Outdoors_5,0
320,65,0.018691588785046728,0.0,5.0,Movies_and_TV_5,1
72,13,0.0410958904109589,0.0,5.0,Clothing_Shoes_and_Jewelry_5,0
873,153,0.02517162471395881,0.0,5.0,Books_5,0
497,92,0.024096385542168676,0.0,4.0,Home_and_Kitchen_5,1
310,64,0.02572347266881029,0.0,4.0,Clothing_Shoes_and_Jewelry_5,1
1158,248,0.030198446937014668,0.0,2.0,Pet_Supplies_5,1
291,53,0.0273972602739726,0.0,5.0,Pet_Supplies_5,0
99,19,0.02,0.0,5.0,Sports_and_Outdoors_5,0
237,48,0.04201680672268908,0.0,4.0,Clothing_Shoes_and_Jewelry_5,0
198,42,0.035175879396984924,0.0,3.0,Toys_and_Games_5,1
165,29,0.024096385542168676,0.0,5.0,Toys_and_Games_5,0
112,21,0.04424778761061947,0.0,5.0,Tools_and_Home_Improvement_5,0
145,30,0.02054794520547945,0.0,3.0,Tools_and_Home_Improvement_5,1
1496,272,0.028056112224448898,0.0,5.0,Kindle_Store_5,0
134,25,0.05185185185185185,0.0,3.0,Sports_and_Outdoors_5,0
80,16,0.024691358024691357,0.0,5.0,Home_and_Kitchen_5,1
259,37,0.05384615384615385,0.0,3.0,Movies_and_TV_5,0
179,31,0.03888888888888889,0.0,5.0,Clothing_Shoes_and_Jewelry_5,0
200,40,0.03482587064676617,0.0,4.0,Books_5,1
541,114,0.02214022140221402,0.0,4.0,Toys_and_Games_5,1
117,23,0.00847457627118644,0.0,5.0,Tools_and_Home_Improvement_5,1
68,12,0.057971014492753624,0.0,5.0,Sports_and_Outdoors_5,0
102,22,0.02912621359223301,0.0,5.0,Toys_and_Games_5,1
146,31,0.02040816326530612,0.0,5.0,Pet_Supplies_5,1
1814,316,0.03691460055096419,0.0,2.0,Movies_and_TV_5,0
181,35,0.027472527472527472,0.0,5.0,Pet_Supplies_5,1
81,17,0.012195121951219513,0.0,5.0,Sports_and_Outdoors_5,1
248,46,0.01606425702811245,0.0,5.0,Electronics_5,1
198,44,0.02512562814070352,0.0,2.0,Books_5,1
183,43,0.03260869565217391,0.0,3.0,Pet_Supplies_5,1
76,18,0.025974025974025976,0.0,4.0,Sports_and_Outdoors_5,1
218,45,0.0365296803652968,0.0,5.0,Home_and_Kitchen_5,1
363,78,0.008241758241758242,0.0,2.0,Clothing_Shoes_and_Jewelry_5,0
1660,321,0.027092113184828417,0.0,5.0,Clothing_Shoes_and_Jewelry_5,0
90,15,0.04395604395604396,0.0,5.0,Movies_and_TV_5,1
489,91,0.024489795918367346,0.0,3.0,Kindle_Store_5,0
1445,294,0.029737206085753802,0.0,5.0,Electronics_5,0
409,91,0.01707317073170732,0.0,4.0,Pet_Supplies_5,1
253,51,0.05511811023622047,0.0,4.0,Sports_and_Outdoors_5,1
711,134,0.018258426966292134,0.0,5.0,Kindle_Store_5,0
167,31,0.023809523809523808,0.0,5.0,Clothing_Shoes_and_Jewelry_5,0
1294,269,0.026254826254826256,0.0,5.0,Tools_and_Home_Improvement_5,1
129,24,0.038461538461538464,0.0,5.0,Clothing_Shoes_and_Jewelry_5,1
97,18,0.01020408163265306,0.0,5.0,Clothing_Shoes_and_Jewelry_5,1
581,119,0.020618556701030927,0.0,5.0,Books_5,1
1336,259,0.04113687359760658,0.0,4.0,Electronics_5,0
1110,194,0.045004500450045004,0.0,4.0,Electronics_5,0
57,10,0.06896551724137931,0.0,5.0,Electronics_5,1
1101,205,0.02631578947368421,0.0,5.0,Home_and_Kitchen_5,0
548,119,0.014571948998178506,0.0,3.0,Tools_and_Home_Improvement_5,1
102,18,0.019417475728155338,0.0,5.0,Sports_and_Outdoors_5,1
75,16,0.02631578947368421,0.0,5.0,Sports_and_Outdoors_5,1
1022,206,0.017595307917888565,0.0,5.0,Sports_and_Outdoors_5,1
1300,281,0.024596464258262875,0.0,5.0,Pet_Supplies_5,1
61,11,0.016129032258064516,0.0,1.0,Sports_and_Outdoors_5,0
262,45,0.030418250950570342,0.0,5.0,Sports_and_Outdoors_5,0
99,20,0.0,0.0,3.0,Movies_and_TV_5,0
159,27,0.025,0.0,5.0,Toys_and_Games_5,1
649,131,0.016923076923076923,0.0,4.0,Home_and_Kitchen_5,0
102,22,0.038834951456310676,0.0,5.0,Tools_and_Home_Improvement_5,1
161,31,0.012345679012345678,0.0,5.0,Books_5,1
931,178,0.02575107296137339,0.0,1.0,Home_and_Kitchen_5,0
381,75,0.03926701570680628,0.0,5.0,Movies_and_TV_5,0
64,14,0.03076923076923077,0.0,5.0,Clothing_Shoes_and_Jewelry_5,1
324,54,0.04923076923076923,0.0,5.0,Kindle_Store_5,0
719,156,0.02638888888888889,0.0,5.0,Toys_and_Games_5,1
243,44,0.05737704918032787,0.0,5.0,Movies_and_TV_5,0
651,130,0.013803680981595092,0.0,2.0,Clothing_Shoes_and_Jewelry_5,0
161,29,0.018518518518518517,0.0,5.0,Home_and_Kitchen_5,0
371,64,0.01881720430107527,0.0,5.0,Kindle_Store_5,0
98,18,0.030303030303030304,0.0,5.0,Tools_and_Home_Improvement_5,0
545,96,0.03296703296703297,0.0,5.0,Kindle_Store_5,0
72,15,0.0410958904109589,0.0,4.0,Electronics_5,1
1141,221,0.03064798598949212,0.0,5.0,Sports_and_Outdoors_5,0
111,20,0.044642857142857144,0.0,2.0,Electronics_5,1
74,15,0.04,0.0,5.0,Clothing_Shoes_and_Jewelry_5,0
111,19,0.008928571428571428,0.0,3.0,Electronics_5,0
87,17,0.03409090909090909,0.0,5.0,Home_and_Kitchen_5,1
188,37,0.031746031746031744,0.0,5.0,Pet_Supplies_5,0
324,62,0.027692307692307693,0.0,4.0,Clothing_Shoes_and_Jewelry_5,0
115,24,0.034482758620689655,0.0,5.0,Sports_and_Outdoors_5,1
423,78,0.025943396226415096,0.0,5.0,Pet_Supplies_5,0
113,24,0.017543859649122806,0.0,4.0,Clothing_Shoes_and_Jewelry_5,0
62,12,0.031746031746031744,0.0,5.0,Sports_and_Outdoors_5,1
103,20,0.019230769230769232,0.0,5.0,Sports_and_Outdoors_5,1
749,143,0.025333333333333333,0.0,5.0,Electronics_5,0
104,21,0.01904761904761905,0.0,3.0,Movies_and_TV_5,1
96,17,0.041237113402061855,0.0,1.0,Home_and_Kitchen_5,0
82,15,0.024096385542168676,0.0,5.0,Clothing_Shoes_and_Jewelry_5,1
382,79,0.0391644908616188,0.0,5.0,Books_5,1
632,125,0.023696682464454975,0.0,5.0,Electronics_5,1
93,19,0.010638297872340425,0.0,5.0,Sports_and_Outdoors_5,1
78,16,0.0379746835443038,0.0,5.0,Toys_and_Games_5,1
1321,228,0.0264750378214826,0.0,2.0,Books_5,0
465,93,0.027896995708154508,0.0,4.0,Clothing_Shoes_and_Jewelry_5,0
631,106,0.030063291139240507,0.0,5.0,Books_5,0
1153,242,0.021663778162911613,0.0,5.0,Pet_Supplies_5,1
284,52,0.017543859649122806,0.0,4.0,Kindle_Store_5,0
92,21,0.021505376344086023,0.0,5.0,Sports_and_Outdoors_5,1
464,85,0.025806451612903226,0.0,5.0,Tools_and_Home_Improvement_5,0
1099,251,0.03636363636363636,0.0,4.0,Books_5,1
85,19,0.03488372093023256,0.0,4.0,Books_5,1
91,19,0.010869565217391304,0.0,5.0,Kindle_Store_5,1
78,16,0.05063291139240506,0.0,5.0,Clothing_Shoes_and_Jewelry_5,1
257,54,0.01937984496124031,0.0,5.0,Home_and_Kitchen_5,1
264,43,0.03773584905660377,0.0,4.0,Kindle_Store_5,0
161,31,0.024691358024691357,0.0,5.0,Movies_and_TV_5,1
645,127,0.03715170278637771,0.0,4.0,Tools_and_Home_Improvement_5,0
167,35,0.02976190476190476,0.0,5.0,Electronics_5,1
234,47,0.03404255319148936,0.0,5.0,Sports_and_Outdoors_5,1
122,25,0.008130081300813009,0.0,5.0,Kindle_Store_5,1
82,15,0.024096385542168676,0.0,5.0,Electronics_5,0
104,22,0.02857142857142857,0.0,1.0,Tools_and_Home_Improvement_5,1
68,12,0.014492753623188406,0.0,5.0,Toys_and_Games_5,0
913,170,0.02516411378555799,0.0,5.0,Kindle_Store_5,0
492,102,0.02028397565922921,0.0,5.0,Electronics_5,1
150,31,0.013245033112582781,0.0,5.0,Kindle_Store_5,1
429,81,0.027906976744186046,0.0,5.0,Books_5,0
102,23,0.019417475728155338,0.0,5.0,Books_5,1
640,108,0.0265210608424337,0.0,3.0,Books_5,0
211,46,0.018867924528301886,0.0,5.0,Kindle_Store_5,1
170,32,0.08771929824561403,0.0,4.0,Kindle_Store_5,0
334,57,0.029850746268656716,0.0,5.0,Books_5,1
195,42,0.02040816326530612,0.0,2.0,Toys_and_Games_5,1
90,21,0.02197802197802198,0.0,4.0,Electronics_5,1
189,36,0.02631578947368421,0.0,4.0,Books_5,1
415,75,0.05048076923076923,0.0,5.0,Toys_and_Games_5,0
89,18,0.022222222222222223,0.0,3.0,Tools_and_Home_Improvement_5,1
114,22,0.008695652173913044,0.0,4.0,Kindle_Store_5,1
230,38,0.017316017316017316,0.0,5.0,Movies_and_TV_5,0
209,46,0.047619047619047616,0.0,4.0,Pet_Supplies_5,1
173,34,0.05747126436781609,0.0,2.0,Movies_and_TV_5,0
575,119,0.029513888888888888,0.0,5.0,Movies_and_TV_5,1
107,22,0.018518518518518517,0.0,5.0,Pet_Supplies_5,1
173,37,0.028735632183908046,0.0,4.0,Clothing_Shoes_and_Jewelry_5,1
170,26,0.017543859649122806,0.0,4.0,Kindle_Store_5,0
124,20,0.04,0.0,3.0,Home_and_Kitchen_5,0
174,32,0.04,0.0,4.0,Kindle_Store_5,1
240,45,0.029045643153526972,0.0,3.0,Tools_and_Home_Improvement_5,1
133,22,0.03731343283582089,0.0,5.0,Books_5,0
377,79,0.023809523809523808,0.0,5.0,Movies_and_TV_5,1
280,60,0.014234875444839857,0.0,5.0,Tools_and_Home_Improvement_5,1
164,30,0.04242424242424243,0.0,5.0,Books_5,0
255,58,0.01953125,0.0,5.0,Sports_and_Outdoors_5,1
316,66,0.012618296529968454,0.0,5.0,Pet_Supplies_5,0
319,63,0.021875,0.0,5.0,Sports_and_Outdoors_5,0
133,28,0.014925373134328358,0.0,5.0,Kindle_Store_5,1
113,20,0.017543859649122806,0.0,5.0,Home_and_Kitchen_5,1
356,63,0.025210084033613446,0.0,2.0,Toys_and_Games_5,0
78,17,0.02531645569620253,0.0,5.0,Home_and_Kitchen_5,0
1124,214,0.02666666666666667,0.0,4.0,Books_5,1
65,16,0.030303030303030304,0.0,3.0,Sports_and_Outdoors_5,1
351,66,0.05397727272727273,0.0,3.0,Books_5,0
98,21,0.020202020202020204,0.0,1.0,Movies_and_TV_5,0
215,43,0.013888888888888888,0.0,4.0,Home_and_Kitchen_5,0
212,37,0.018779342723004695,0.0,5.0,Sports_and_Outdoors_5,1
219,42,0.022727272727272728,0.0,5.0,Clothing_Shoes_and_Jewelry_5,1
90,18,0.01098901098901099,0.0,5.0,Sports_and_Outdoors_5,1
685,132,0.021865889212827987,0.0,5.0,Kindle_Store_5,0
598,119,0.03005008347245409,0.0,3.0,Sports_and_Outdoors_5,0
352,64,0.039660056657223795,0.0,5.0,Books_5,0
168,33,0.047337278106508875,0.0,2.0,Toys_and_Games_5,0
68,13,0.08695652173913043,0.0,5.0,Movies_and_TV_5,1
225,48,0.030973451327433628,0.0,4.0,Electronics_5,1
57,13,0.034482758620689655,0.0,4.0,Movies_and_TV_5,1
366,78,0.02452316076294278,0.0,4.0,Pet_Supplies_5,0
1622,304,0.02649414664202095,0.0,2.0,Sports_and_Outdoors_5,0
172,30,0.03468208092485549,0.0,5.0,Sports_and_Outdoors_5,1
1154,217,0.01818181818181818,0.0,5.0,Kindle_Store_5,0
216,41,0.03686635944700461,0.0,5.0,Movies_and_TV_5,1
81,18,0.012195121951219513,0.0,5.0,Sports_and_Outdoors_5,1
385,74,0.038860103626943004,0.0,5.0,Movies_and_TV_5,0
387,77,0.02577319587628866,0.0,4.0,Tools_and_Home_Improvement_5,0
497,96,0.018072289156626505,0.0,5.0,Movies_and_TV_5,1
123,21,0.016129032258064516,0.0,5.0,Tools_and_Home_Improvement_5,1
188,38,0.015873015873015872,0.0,5.0,Tools_and_Home_Improvement_5,1
73,12,0.04054054054054054,0.0,5.0,Sports_and_Outdoors_5,1
377,76,0.015873015873015872,0.0,5.0,Pet_Supplies_5,1
83,17,0.023809523809523808,0.0,1.0,Home_and_Kitchen_5,1
68,15,0.028985507246376812,0.0,5.0,Books_5,1
1047,192,0.016221374045801526,0.0,1.0,Tools_and_Home_Improvement_5,0
56,10,0.19298245614035087,0.0,5.0,Kindle_Store_5,1
97,21,0.05102040816326531,0.0,5.0,Kindle_Store_5,0
209,35,0.05238095238095238,0.0,5.0,Sports_and_Outdoors_5,0
54,11,0.03636363636363636,0.0,5.0,Clothing_Shoes_and_Jewelry_5,0
165,34,0.018072289156626505,0.0,5.0,Sports_and_Outdoors_5,1
792,166,0.025220680958385876,0.0,2.0,Books_5,1
144,23,0.027586206896551724,0.0,4.0,Books_5,0
48,10,0.04081632653061224,0.0,5.0,Movies_and_TV_5,0
814,155,0.024539877300613498,0.0,1.0,Sports_and_Outdoors_5,0
700,144,0.021398002853067047,0.0,5.0,Pet_Supplies_5,1
395,77,0.022727272727272728,0.0,4.0,Toys_and_Games_5,1
85,15,0.046511627906976744,0.0,5.0,Clothing_Shoes_and_Jewelry_5,1
209,38,0.047619047619047616,0.0,2.0,Kindle_Store_5,0
1493,273,0.02677376171352075,0.0,5.0,Home_and_Kitchen_5,0
613,115,0.013029315960912053,0.0,5.0,Electronics_5,0
1261,247,0.03486529318541997,0.0,5.0,Clothing_Shoes_and_Jewelry_5,1
241,42,0.028925619834710745,0.0,5.0,Toys_and_Games_5,1
246,46,0.008097165991902834,0.0,4.0,Movies_and_TV_5,0
241,43,0.0371900826446281,0.0,5.0,Books_5,0
68,14,0.043478260869565216,0.0,5.0,Clothing_Shoes_and_Jewelry_5,0
459,85,0.03260869565217391,0.0,5.0,Toys_and_Games_5,0
46,10,0.02127659574468085,0.0,5.0,Electronics_5,0
208,36,0.009569377990430622,0.0,4.0,Books_5,1
124,25,0.016,0.0,5.0,Kindle_Store_5,1
127,21,0.015625,0.0,5.0,Toys_and_Games_5,0
70,16,0.028169014084507043,0.0,5.0,Toys_and_Games_5,1
71,13,0.027777777777777776,0.0,5.0,Home_and_Kitchen_5,0
314,63,0.03492063492063492,0.0,3.0,Clothing_Shoes_and_Jewelry_5,0
226,50,0.00881057268722467,0.0,4.0,Kindle_Store_5,1
74,13,0.02666666666666667,0.0,1.0,Clothing_Shoes_and_Jewelry_5,0
173,33,0.028735632183908046,0.0,5.0,Electronics_5,0
460,83,0.028199566160520606,0.0,5.0,Movies_and_TV_5,0
476,83,0.029350104821802937,0.0,5.0,Sports_and_Outdoors_5,0
487,103,0.030737704918032786,0.0,3.0,Home_and_Kitchen_5,1
73,16,0.05405405405405406,0.0,5.0,Tools_and_Home_Improvement_5,1
275,55,0.03260869565217391,0.0,5.0,Electronics_5,0
83,16,0.03571428571428571,0.0,5.0,Electronics_5,1
616,122,0.024311183144246355,0.0,5.0,Electronics_5,0
87,18,0.011363636363636364,0.0,4.0,Home_and_Kitchen_5,1
551,101,0.034420289855072464,0.0,4.0,Tools_and_Home_Improvement_5,0
191,36,0.020833333333333332,0.0,5.0,Kindle_Store_5,1
337,38,0.1301775147928994,0.0,5.0,Toys_and_Games_5,0
96,20,0.010309278350515464,0.0,5.0,Kindle_Store_5,1
1338,268,0.024645257654966394,0.0,1.0,Electronics_5,1
340,65,0.03519061583577713,0.0,5.0,Books_5,1
157,32,0.0189873417721519,0.0,5.0,Electronics_5,0
350,72,0.02849002849002849,0.0,4.0,Sports_and_Outdoors_5,1
119,23,0.025,0.0,4.0,Kindle_Store_5,0
95,16,0.0625,0.0,5.0,Tools_and_Home_Improvement_5,1
74,14,0.02666666666666667,0.0,5.0,Home_and_Kitchen_5,1
1177,237,0.025466893039049237,0.0,2.0,Books_5,1
157,34,0.0189873417721519,0.0,4.0,Electronics_5,1
62,12,0.06349206349206349,0.0,2.0,Tools_and_Home_Improvement_5,1
95,17,0.03125,0.0,4.0,Toys_and_Games_5,1
1359,238,0.013970588235294118,0.0,4.0,Kindle_Store_5,0
360,72,0.024930747922437674,0.0,5.0,Tools_and_Home_Improvement_5,0
248,48,0.040160642570281124,0.0,4.0,Pet_Supplies_5,0
89,18,0.022222222222222223,0.0,5.0,Tools_and_Home_Improvement_5,1
266,50,0.03745318352059925,0.0,1.0,Tools_and_Home_Improvement_5,0
115,25,0.008620689655172414,0.0,5.0,Clothing_Shoes_and_Jewelry_5,0
95,20,0.03125,0.0,5.0,Tools_and_Home_Improvement_5,1
72,17,0.0273972602739726,0.0,5.0,Home_and_Kitchen_5,1
157,33,0.0379746835443038,0.0,5.0,Kindle_Store_5,1
235,46,0.025423728813559324,0.0,5.0,Books_5,0
85,17,0.046511627906976744,0.0,5.0,Pet_Supplies_5,1
109,18,0.01818181818181818,0.0,1.0,Sports_and_Outdoors_5,0
227,50,0.021929824561403508,0.0,5.0,Toys_and_Games_5,1
201,42,0.019801980198019802,0.0,5.0,Sports_and_Outdoors_5,0
100,21,0.04950495049504951,0.0,2.0,Pet_Supplies_5,1
295,56,0.037162162162162164,0.0,3.0,Kindle_Store_5,0
88,19,0.011235955056179775,0.0,5.0,Tools_and_Home_Improvement_5,1
84,17,0.023529411764705882,0.0,5.0,Tools_and_Home_Improvement_5,1
278,63,0.03225806451612903,0.0,5.0,Sports_and_Outdoors_5,1
221,40,0.04054054054054054,0.0,1.0,Kindle_Store_5,0
334,58,0.020895522388059702,0.0,5.0,Toys_and_Games_5,0
321,55,0.037267080745341616,0.0,4.0,Books_5,0
248,41,0.024096385542168676,0.0,5.0,Movies_and_TV_5,1
108,21,0.03669724770642202,0.0,2.0,Clothing_Shoes_and_Jewelry_5,1
86,16,0.034482758620689655,0.0,4.0,Electronics_5,1
1737,354,0.01726121979286536,0.0,4.0,Kindle_Store_5,0
62,12,0.015873015873015872,0.0,5.0,Toys_and_Games_5,0
89,18,0.022222222222222223,0.0,5.0,Toys_and_Games_5,1
147,28,0.02027027027027027,0.0,5.0,Kindle_Store_5,0
351,73,0.014204545454545454,0.0,3.0,Clothing_Shoes_and_Jewelry_5,0
716,133,0.03626220362622036,0.0,4.0,Electronics_5,0
602,120,0.024875621890547265,0.0,4.0,Toys_and_Games_5,1
926,190,0.022653721682847898,0.0,1.0,Home_and_Kitchen_5,1
1213,241,0.019769357495881382,0.0,5.0,Books_5,1
91,18,0.021739130434782608,0.0,5.0,Tools_and_Home_Improvement_5,1
811,150,0.04064039408866995,0.0,3.0,Books_5,0
46,9,0.0425531914893617,0.0,1.0,Tools_and_Home_Improvement_5,0
75,12,0.05263157894736842,0.0,5.0,Books_5,1
144,30,0.041379310344827586,0.0,5.0,Clothing_Shoes_and_Jewelry_5,0
1754,334,0.03304843304843305,0.0,4.0,Electronics_5,0
499,95,0.034,0.0,5.0,Kindle_Store_5,0
88,18,0.0449438202247191,0.0,5.0,Movies_and_TV_5,0
75,16,0.02631578947368421,0.0,5.0,Pet_Supplies_5,0
123,26,0.016129032258064516,0.0,5.0,Electronics_5,0
1072,218,0.03168685927306617,0.0,5.0,Pet_Supplies_5,1
